factor,date,rank_ic,samples,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,horizon,top_bottom
reversal_5d,2019-04-01,0.02909,80,0.026304,0.00953,0.023943,0.01682,-0.003973,0.018473,0.029155,0.004206,0.013435,0.030692,10,0.004388
reversal_5d,2019-04-02,0.013526,80,0.007776,-0.00496,0.011417,0.010903,-0.008726,-0.013942,-0.018962,0.006197,0.016048,0.014696,10,0.00692
reversal_5d,2019-04-03,0.008368,80,-0.003886,0.021466,0.009106,0.001202,0.007433,0.005962,-0.015369,0.012858,0.002902,0.015062,10,0.018948
reversal_5d,2019-04-04,-0.101266,80,0.014172,0.009957,0.017206,0.023557,-0.00191,0.003626,-0.009433,0.002633,0.002897,0.007297,10,-0.006876
reversal_5d,2019-04-05,-0.00286,80,0.011661,0.005417,0.007728,0.013484,-0.002403,-0.010073,-0.015874,0.017657,0.003812,0.008939,10,-0.002723
reversal_5d,2019-04-08,0.076887,80,-0.012073,0.000958,0.003722,-0.010117,-0.021559,0.004803,-0.000884,-0.003085,-0.003615,-0.005837,10,0.006236
reversal_5d,2019-04-09,0.130427,80,-0.02054,-0.001568,-0.013432,-0.01027,-0.003035,-0.043505,-0.026176,0.017859,-0.005925,0.001586,10,0.022127
reversal_5d,2019-04-10,0.148922,80,-0.022291,-0.03418,-0.026723,-0.04153,-0.019275,-0.024449,-0.021141,-0.03779,0.013325,-0.031637,10,-0.009346
reversal_5d,2019-04-11,0.249109,80,-0.02681,-0.029406,-0.02338,-0.03662,-0.017751,-0.02148,0.009051,0.000595,-0.018705,-0.003488,10,0.023322
reversal_5d,2019-04-12,-0.043835,80,-0.017136,-0.005872,0.000613,-0.006829,-0.018347,-0.013272,-0.020057,-0.011943,-0.02023,0.005876,10,0.023012
reversal_5d,2019-04-15,0.115166,80,-0.003723,0.005234,-0.010884,-0.00081,0.012626,-0.001975,0.007786,0.010828,0.012996,0.007248,10,0.010972
reversal_5d,2019-04-16,0.054032,80,0.014893,-0.001517,-0.00432,0.016978,0.006175,0.008112,0.002274,-0.013949,0.004887,0.023714,10,0.00882
reversal_5d,2019-04-17,0.03978,80,0.011835,0.004973,0.01537,0.006922,0.007654,0.016518,0.032053,-0.002572,-0.002427,0.01279,10,0.000955
reversal_5d,2019-04-18,0.230122,80,-0.003409,-0.007305,0.001163,0.008602,-0.007492,0.013141,0.011312,0.030074,-0.006711,0.02068,10,0.024089
reversal_5d,2019-04-19,0.225879,80,-0.018848,-0.018253,-0.015256,-0.012551,-0.010969,-0.005094,-0.009957,0.006263,0.010181,-0.010115,10,0.008733
reversal_5d,2019-04-22,0.091514,80,-0.016926,-0.013348,0.003455,0.00275,0.005012,-0.01599,-0.008691,0.006985,0.008126,-0.005212,10,0.011714
reversal_5d,2019-04-23,0.227684,80,-0.027133,-0.028969,-0.001783,-0.006102,0.01385,-0.00382,-0.009589,-0.024287,0.010034,0.01333,10,0.040463
reversal_5d,2019-04-24,0.082138,80,-0.048756,-0.012283,-0.00529,-0.029118,-0.007409,-0.019211,-0.02,-0.024505,-0.038812,0.000749,10,0.049505
reversal_5d,2019-04-25,0.179559,80,-0.011263,0.004093,-0.008041,0.003699,-0.004743,0.009171,-0.00805,0.020529,0.013957,0.013551,10,0.024814
reversal_5d,2019-04-26,0.077965,80,0.000744,0.01324,-0.018145,0.013907,0.004523,0.006133,0.026558,-0.00455,-0.006944,0.019768,10,0.019025
reversal_5d,2019-04-29,0.201711,80,-0.005622,0.001013,0.012514,0.015759,-0.003751,0.020501,0.003046,0.023886,0.02412,0.015519,10,0.021141
reversal_5d,2019-04-30,0.139897,80,-0.008419,-0.003341,-0.016066,-0.007495,0.007836,0.016172,0.005327,-0.000703,-0.004914,0.018024,10,0.026443
reversal_5d,2019-05-01,0.161674,80,-0.01834,-0.022141,-0.033015,-0.004476,-0.011122,-0.025149,-0.0019,0.002474,-0.01873,0.002613,10,0.020954
reversal_5d,2019-05-02,0.027543,80,0.008999,-0.007377,0.005424,0.019919,0.008816,0.008373,0.006849,-0.002817,0.027554,0.000738,10,-0.008261
reversal_5d,2019-05-03,0.139451,80,-0.010022,-0.003047,0.02268,0.0072,0.016344,0.017984,0.021196,-0.00146,0.014077,0.015989,10,0.026011
reversal_5d,2019-05-06,0.146015,80,0.013681,0.025614,0.018647,-0.009285,0.008308,0.022119,0.026978,0.027965,0.029599,0.028292,10,0.014611
reversal_5d,2019-05-07,0.052719,80,0.003359,0.04725,0.013495,0.041416,0.040231,0.017419,0.032743,0.032814,0.025015,0.030216,10,0.026858
reversal_5d,2019-05-08,0.081716,80,0.048303,0.050886,0.039837,0.041423,0.055787,0.065515,0.052445,0.055336,0.057466,0.053696,10,0.005393
reversal_5d,2019-05-09,0.10007,80,0.020752,0.040816,0.035605,0.030415,0.032662,0.049707,0.032766,0.028551,0.037875,0.057719,10,0.036967
reversal_5d,2019-05-10,0.15797,80,0.055989,0.050015,0.03676,0.059818,0.030191,0.07538,0.051295,0.054131,0.06224,0.067679,10,0.01169
reversal_5d,2019-05-13,0.122199,80,-0.003673,0.041402,0.020039,0.035421,-0.003086,0.02387,0.056579,0.044263,0.019518,0.01904,10,0.022713
reversal_5d,2019-05-14,0.088045,80,0.04454,0.013604,0.028484,0.03218,0.036613,0.046328,0.009465,0.055937,0.035747,0.042194,10,-0.002346
reversal_5d,2019-05-15,0.127848,80,0.022626,0.025295,0.023946,0.039473,0.022589,0.04604,0.020986,0.042506,0.046006,0.029003,10,0.006378
reversal_5d,2019-05-16,0.019808,80,0.03272,0.045531,0.045655,0.030286,0.030472,0.086822,0.036024,0.041185,0.034638,0.040144,10,0.007424
reversal_5d,2019-05-17,-0.074965,80,0.055963,0.061455,0.049612,0.048104,0.050243,0.080426,0.059437,0.050308,0.047415,0.044699,10,-0.011264
reversal_5d,2019-05-20,0.103727,80,0.061055,0.053003,0.077437,0.087031,0.071759,0.046615,0.098633,0.088425,0.064896,0.070765,10,0.00971
reversal_5d,2019-05-21,0.333029,80,0.014727,0.029542,0.043562,0.046174,0.048372,0.078778,0.069674,0.062159,0.053504,0.049056,10,0.034329
reversal_5d,2019-05-22,0.180778,80,0.020526,0.024542,0.044063,0.047375,0.042954,0.052608,0.065899,0.045745,0.044803,0.039321,10,0.018795
reversal_5d,2019-05-23,0.181364,80,0.038428,0.044132,0.023048,0.027813,0.054867,0.063028,0.044171,0.069033,0.054383,0.045887,10,0.007459
reversal_5d,2019-05-24,0.096226,80,0.042745,0.034582,0.031656,0.05698,0.026326,0.019305,0.043877,0.028527,0.054043,0.056335,10,0.01359
reversal_5d,2019-05-27,0.169995,80,0.056242,0.040477,0.044398,0.039174,0.03822,0.045215,0.05085,0.055485,0.051768,0.073823,10,0.017581
reversal_5d,2019-05-28,0.030075,80,0.049198,0.02941,0.05624,0.031203,0.039442,0.044293,0.039799,0.036466,0.037689,0.058522,10,0.009324
reversal_5d,2019-05-29,-0.133872,80,0.069827,0.050618,0.046818,0.067011,0.046511,0.040017,0.055942,0.043538,0.058962,0.041666,10,-0.028162
reversal_5d,2019-05-30,-0.036099,80,0.048746,0.041755,0.05132,0.046633,0.026,0.046294,0.032543,0.055892,0.045371,0.041547,10,-0.0072
reversal_5d,2019-05-31,-0.062986,80,0.033502,0.067163,0.032239,0.04102,0.029354,0.049792,0.041496,0.037575,0.03388,0.049551,10,0.016049
reversal_5d,2019-06-03,0.231997,80,0.019802,0.02065,0.027581,0.030486,0.069934,0.056689,0.038294,0.056191,0.043697,0.049903,10,0.0301
reversal_5d,2019-06-04,0.218143,80,0.014537,-0.002549,0.022318,0.007361,0.043601,0.03934,0.020948,0.029015,0.048213,0.031216,10,0.016679
reversal_5d,2019-06-05,0.213174,80,-0.006495,0.031561,0.008832,-3.8e-05,0.028726,0.03796,0.024347,0.034329,0.016787,0.032584,10,0.039079
reversal_5d,2019-06-06,0.241397,80,0.015561,-0.002957,-0.002282,-0.009859,0.031558,0.027977,0.023327,0.025733,0.01038,0.036651,10,0.021091
reversal_5d,2019-06-07,0.197421,80,-0.002774,0.002741,0.000899,0.000203,0.006158,0.009267,0.009793,0.002537,0.014322,0.02753,10,0.030304
reversal_5d,2019-06-10,0.099039,80,0.000459,-0.009198,-0.006972,-0.022683,0.011054,-0.011498,0.010247,0.001529,-0.01283,0.004789,10,0.00433
reversal_5d,2019-06-11,0.224238,80,-0.000285,-0.020821,0.017274,0.02596,0.015793,0.021211,0.018399,0.018786,0.016093,0.023717,10,0.024003
reversal_5d,2019-06-12,0.227286,80,0.002206,-0.001855,0.002379,0.007861,0.015635,0.015695,-0.002277,0.030685,0.022363,0.014986,10,0.01278
reversal_5d,2019-06-13,0.289428,80,-0.015391,-0.024712,-0.005827,0.010992,-0.007368,-0.007439,-0.01276,0.007733,0.010153,0.01781,10,0.0332
reversal_5d,2019-06-14,0.321871,80,-0.011653,-0.008068,-0.009179,-0.008065,-0.006865,0.012393,0.032972,0.013157,0.018625,0.001057,10,0.012711
reversal_5d,2019-06-17,0.350563,80,-0.045445,-0.038663,-0.032932,-0.014852,-0.035311,-0.025682,-0.007942,-0.004751,-0.006923,-0.003468,10,0.041977
reversal_5d,2019-06-18,0.083427,80,-0.00447,-0.011708,-0.004986,-0.005934,-0.004292,-0.014795,-0.020803,-0.001372,-0.006798,0.008994,10,0.013464
reversal_5d,2019-06-19,0.156095,80,-0.014583,-0.001591,0.00747,-0.003615,-0.020124,0.003538,-0.002289,0.028243,0.015281,-0.010092,10,0.004491
reversal_5d,2019-06-20,-0.109095,80,-0.001675,0.023549,-0.001842,-0.019271,-0.011241,0.008729,0.00635,0.001096,-0.007282,-0.015799,10,-0.014125
reversal_5d,2019-06-21,0.003446,80,-0.014349,-0.004121,0.003245,-0.012971,-0.018516,-0.011508,-0.004474,0.006301,-0.038069,0.007753,10,0.022103
reversal_5d,2019-06-24,0.144116,80,-0.001822,0.002858,0.023024,-0.007915,0.023493,0.026204,0.019022,0.0042,0.000488,0.025336,10,0.027158
reversal_5d,2019-06-25,0.21301,80,-0.036023,-0.011069,0.035424,-0.031372,-0.006845,-0.010599,-0.010148,-0.01041,0.010845,0.016526,10,0.052548
reversal_5d,2019-06-26,0.18188,80,-0.024717,-0.005081,0.004568,-0.008214,0.026943,-0.001857,0.000693,0.003837,0.011914,0.009968,10,0.034684
reversal_5d,2019-06-27,0.27834,80,-0.008389,-0.003435,0.014016,-0.009728,0.001137,-0.007181,0.006518,0.024588,0.020285,0.022501,10,0.030889
reversal_5d,2019-06-28,0.190295,80,-0.018367,-0.001992,-0.032295,0.03101,0.008779,0.005327,-0.009021,0.003744,0.017953,0.021702,10,0.040069
reversal_5d,2019-07-01,-0.010759,80,-0.023451,-0.00668,0.014846,-0.011196,0.018895,0.001927,0.000415,-0.022685,-0.002068,-0.006119,10,0.017332
reversal_5d,2019-07-02,0.021941,80,0.010179,0.026299,0.009601,0.027266,-0.018336,0.004218,-0.004054,0.007733,0.046685,0.017526,10,0.007347
reversal_5d,2019-07-03,0.014557,80,0.002332,0.056872,0.022948,0.014675,0.018404,0.029602,0.057548,0.027828,0.029461,0.013674,10,0.011342
reversal_5d,2019-07-04,0.063057,80,0.016785,0.019123,0.024748,0.031142,0.018878,0.062275,0.029611,0.039539,0.01916,0.027146,10,0.010361
reversal_5d,2019-07-05,0.088397,80,0.029272,0.014372,0.04493,0.034177,0.034642,0.046207,0.023306,0.021196,0.059492,0.04151,10,0.012238
reversal_5d,2019-07-08,-0.038795,80,0.021376,0.033126,0.029823,0.033046,0.009526,0.000878,0.046417,0.024021,0.017344,0.033899,10,0.012523
reversal_5d,2019-07-09,-0.072761,80,0.042229,0.049784,0.033409,0.033084,0.036836,0.016171,0.02556,0.025476,0.029844,0.054403,10,0.012175
reversal_5d,2019-07-10,-0.014627,80,0.029825,0.023838,0.006818,-0.008366,0.026648,0.021376,0.022888,0.017809,0.014619,0.014452,10,-0.015373
reversal_5d,2019-07-11,-0.026442,80,0.037636,-0.015401,0.012959,-0.002672,0.010625,0.031024,0.002867,0.008288,0.010884,-0.004645,10,-0.04228
reversal_5d,2019-07-12,-0.039522,80,0.000607,-0.037007,-0.016386,-0.024036,-0.020989,-0.008818,-0.009775,-0.011394,-0.025639,-0.018218,10,-0.018825
reversal_5d,2019-07-15,0.074871,80,0.029954,-0.017365,0.000492,0.004025,0.003639,0.007585,0.000434,-0.002249,0.0182,0.003899,10,-0.026056
reversal_5d,2019-07-16,-0.09782,80,0.015748,0.002267,-0.017985,-0.015017,-0.021993,-0.01615,0.009261,-0.002927,-0.014993,-0.005493,10,-0.02124
reversal_5d,2019-07-17,0.124566,80,-0.029072,-0.045845,-0.045193,-0.035388,-0.018101,-0.043795,-0.024443,-0.008216,-0.026077,-0.036951,10,-0.007879
reversal_5d,2019-07-18,0.04707,80,-0.054221,-0.026762,-0.040554,-0.032772,-0.049602,-0.044776,-0.050947,-0.020199,-0.037026,-0.031165,10,0.023057
reversal_5d,2019-07-19,0.228645,80,-0.04035,-0.068903,-0.055043,-0.045291,-0.025002,-0.066289,-0.023452,-0.039799,-0.036288,-0.011124,10,0.029226
reversal_5d,2019-07-22,0.189686,80,-0.058528,-0.024384,-0.059705,-0.030995,-0.018203,-0.040138,-0.036201,-0.038177,-0.014393,-0.030547,10,0.02798
reversal_5d,2019-07-23,0.161627,80,-0.048879,-0.063982,-0.057472,-0.045126,-0.060241,-0.03196,-0.043471,-0.039346,-0.034753,-0.045076,10,0.003802
reversal_5d,2019-07-24,0.019831,80,-0.045916,-0.029884,-0.039891,-0.044374,-0.0464,-0.055982,-0.038183,-0.041921,-0.039636,-0.03624,10,0.009676
reversal_5d,2019-07-25,0.142991,80,-0.038828,-0.032828,-0.042871,-0.053976,-0.030813,-0.056794,-0.018583,-0.049922,-0.018951,-0.026962,10,0.011866
reversal_5d,2019-07-26,0.086404,80,-0.01133,-0.053874,-0.064951,-0.028354,-0.012529,-0.025375,-0.047548,-0.017245,-0.029278,-0.039424,10,-0.028095
reversal_5d,2019-07-29,0.202227,80,-0.070461,-0.051172,-0.064565,-0.053851,-0.04207,-0.029823,-0.045865,-0.042484,-0.049914,-0.043513,10,0.026949
reversal_5d,2019-07-30,-0.029747,80,-0.04088,-0.051315,-0.072895,-0.055002,-0.062053,-0.042169,-0.03811,-0.063248,-0.047588,-0.060643,10,-0.019763
reversal_5d,2019-07-31,-0.046484,80,-0.052234,-0.064019,-0.056387,-0.052891,-0.068725,-0.043186,-0.053616,-0.061178,-0.055053,-0.065427,10,-0.013194
reversal_5d,2019-08-01,-0.075926,80,-0.055701,-0.031236,-0.055218,-0.054631,-0.051301,-0.055471,-0.049512,-0.043168,-0.06907,-0.049742,10,0.005958
reversal_5d,2019-08-02,-0.051078,80,-0.053199,-0.068647,-0.033112,-0.039433,-0.043765,-0.058554,-0.061406,-0.044582,-0.074549,-0.047173,10,0.006027
reversal_5d,2019-08-05,-0.129489,80,-0.048237,-0.037498,-0.051749,-0.058421,-0.044959,-0.057681,-0.045273,-0.04745,-0.075609,-0.050654,10,-0.002417
reversal_5d,2019-08-06,-0.016854,80,-0.051958,-0.033688,-0.048446,-0.026317,-0.066277,-0.029082,-0.048568,-0.044764,-0.054195,-0.041163,10,0.010795
reversal_5d,2019-08-07,0.033146,80,-0.072767,-0.069473,-0.061792,-0.046873,-0.05976,-0.083573,-0.059777,-0.061433,-0.058436,-0.070166,10,0.002601
reversal_5d,2019-08-08,0.070886,80,-0.069157,-0.066012,-0.062425,-0.055593,-0.059368,-0.05794,-0.066733,-0.048699,-0.083967,-0.056387,10,0.01277
reversal_5d,2019-08-09,0.251125,80,-0.081911,-0.085264,-0.071551,-0.03587,-0.037437,-0.048557,-0.056832,-0.043133,-0.037734,-0.06427,10,0.017641
reversal_5d,2019-08-12,0.093015,80,-0.05367,-0.052902,-0.027131,-0.019043,-0.079594,-0.068528,-0.033529,-0.039232,-0.043587,-0.03209,10,0.02158
reversal_5d,2019-08-13,0.211932,80,-0.062511,-0.068223,-0.064264,-0.044226,-0.033674,-0.044555,-0.044033,-0.069153,-0.044832,-0.027027,10,0.035485
reversal_5d,2019-08-14,0.100023,80,-0.038969,-0.040961,-0.03009,-0.048768,-0.024097,-0.04812,-0.02983,-0.045776,-0.028529,-0.01377,10,0.025199
reversal_5d,2019-08-15,-0.037342,80,-0.042119,-0.047603,-0.047977,-0.02549,-0.03211,-0.049952,-0.049386,-0.059126,-0.052699,-0.03613,10,0.005989
reversal_5d,2019-08-16,-0.115448,80,-0.04736,-0.027062,-0.018871,-0.025835,-0.021245,-0.031207,-0.027129,-0.036453,-0.05904,-0.031405,10,0.015955
reversal_5d,2019-08-19,0.019644,80,-0.040495,-0.016793,-0.04557,-0.002734,-0.001705,-0.038001,-0.031626,-0.044713,-0.008681,-0.035449,10,0.005046
reversal_5d,2019-08-20,-0.065237,80,-0.052162,-0.008004,-0.021454,-0.027865,-0.018888,-0.01953,-0.053595,-0.025111,-0.029674,-0.034755,10,0.017407
reversal_5d,2019-08-21,-0.118073,80,0.014342,0.004535,-0.004961,0.001997,-0.005804,0.003059,0.003127,0.004837,-0.017686,-0.009625,10,-0.023968
reversal_5d,2019-08-22,-0.177567,80,0.019076,-0.008812,0.002412,0.006876,-0.000631,0.005405,0.004366,-0.007153,0.025547,-0.026664,10,-0.04574
reversal_5d,2019-08-23,0.035748,80,-0.025849,0.005591,0.015475,-0.003968,0.003598,-0.00406,-0.004483,-0.026587,0.032158,0.004569,10,0.030418
reversal_5d,2019-08-26,-0.145827,80,0.001372,0.022003,0.012497,-0.015721,-0.008141,0.009076,0.005519,-0.012967,-0.021935,0.005981,10,0.004609
reversal_5d,2019-08-27,-0.008509,80,0.011212,0.008562,0.021293,-0.010756,0.013192,-0.000914,0.045118,0.021825,0.006339,-0.004735,10,-0.015946
reversal_5d,2019-08-28,-0.037342,80,0.015791,0.003289,0.014655,0.00486,0.026249,0.053985,0.027633,0.028022,-0.022722,0.004972,10,-0.010819
reversal_5d,2019-08-29,-0.035021,80,0.011079,0.006765,0.033073,0.021979,0.032062,0.009968,0.012789,0.037846,0.016914,-0.01851,10,-0.029589
reversal_5d,2019-08-30,-0.046812,80,0.033284,0.012651,0.00452,0.026971,0.041456,0.015103,0.035623,0.041638,0.024407,-0.005185,10,-0.038469
reversal_5d,2019-09-02,-0.071167,80,0.018926,0.028241,0.028007,0.021805,0.022064,0.038981,0.033226,-0.00398,0.028144,0.004475,10,-0.01445
reversal_5d,2019-09-03,-0.05211,80,0.00519,-0.003648,0.023632,0.012056,0.012553,0.016564,0.011842,0.007673,0.005572,-0.010192,10,-0.015382
reversal_5d,2019-09-04,-0.064627,80,0.000663,-0.001285,-0.02696,0.000184,0.010569,-0.02762,-0.012951,-0.016095,0.007447,-0.019281,10,-0.019944
reversal_5d,2019-09-05,-0.044444,80,-0.016005,0.020655,-0.01092,0.000187,-0.005198,-0.007179,-0.018589,-0.002531,0.005905,-0.025078,10,-0.009073
reversal_5d,2019-09-06,0.126699,80,-0.010614,-0.011726,-0.004416,-0.009274,-0.016435,-0.001517,-0.013424,0.008714,0.021664,-0.028029,10,-0.017415
reversal_5d,2019-09-09,0.044351,80,-0.012415,-0.000655,-0.0076,-0.005252,0.01383,0.029982,0.008691,-0.006152,-0.000655,-0.017967,10,-0.005552
reversal_5d,2019-09-10,0.017956,80,0.02041,0.001846,0.008691,0.015431,0.008753,0.016875,0.0181,0.030239,-0.007697,0.008725,10,-0.011685
reversal_5d,2019-09-11,0.032443,80,-0.032501,-0.005059,0.002618,0.010641,0.017045,0.006216,-0.031133,0.036161,-0.008032,-0.028624,10,0.003877
reversal_5d,2019-09-12,-0.037857,80,0.001926,0.012206,0.033883,0.034128,0.012803,0.012641,0.015428,0.005557,0.002445,0.017836,10,0.01591
reversal_5d,2019-09-13,-0.011369,80,-0.001026,0.01246,0.020399,0.011595,0.016762,-0.011833,0.03314,0.007195,0.014514,-0.010931,10,-0.009905
reversal_5d,2019-09-16,0.042194,80,0.007829,0.013406,-0.015307,0.00645,-0.012719,0.022298,0.020237,0.004259,-0.005473,0.001765,10,-0.006064
reversal_5d,2019-09-17,-0.021941,80,0.036371,0.024626,0.006065,0.018378,0.010875,0.043716,0.014893,0.025079,0.023547,0.018544,10,-0.017827
reversal_5d,2019-09-18,0.00075,80,0.014653,0.046022,0.006843,0.056346,0.055361,0.019387,0.047177,0.042656,0.031521,0.011965,10,-0.002688
reversal_5d,2019-09-19,-0.043929,80,0.042496,0.045995,0.019492,0.032284,0.032874,0.049811,0.010673,0.032814,0.040293,0.041231,10,-0.001265
reversal_5d,2019-09-20,-0.034998,80,0.047874,0.018126,0.016052,0.043124,0.029406,0.02398,0.031497,0.040029,0.039512,0.015642,10,-0.032232
reversal_5d,2019-09-23,-0.028059,80,0.020792,0.047079,0.024977,0.003669,0.052381,0.023101,0.013314,0.034119,0.004918,0.035492,10,0.0147
reversal_5d,2019-09-24,0.018519,80,0.001954,0.000289,-0.030694,0.002208,0.002017,0.023484,-0.000754,-0.000228,-0.005349,-0.004627,10,-0.006581
reversal_5d,2019-09-25,-0.122222,80,-0.014524,0.007309,0.017748,-0.003327,0.003917,-0.00135,-0.001291,-0.006582,-0.010767,-0.016587,10,-0.002064
reversal_5d,2019-09-26,0.272199,80,-0.043181,-0.031341,-0.011417,-0.029558,-0.015126,-0.032335,-0.007154,-0.005457,-0.008514,-0.00132,10,0.041861
reversal_5d,2019-09-27,0.086428,80,-0.03965,-0.057886,-0.046517,-0.047682,-0.032662,-0.05484,-0.067509,-0.034522,-0.040968,-0.028242,10,0.011408
reversal_5d,2019-09-30,0.156235,80,-0.061857,-0.070546,-0.049323,-0.056743,-0.065538,-0.064901,-0.045561,-0.05012,-0.049576,-0.041772,10,0.020084
reversal_5d,2019-10-01,0.272011,80,-0.07064,-0.057518,-0.068715,-0.072779,-0.068316,-0.069128,-0.0334,-0.040895,-0.044008,-0.058921,10,0.01172
reversal_5d,2019-10-02,0.188209,80,-0.058668,-0.038251,-0.047163,-0.055271,-0.052407,-0.025881,-0.030924,-0.01133,-0.037077,-0.033412,10,0.025256
reversal_5d,2019-10-03,0.051219,80,-0.073511,-0.060826,-0.047168,-0.055501,-0.050989,-0.065788,-0.035506,-0.065276,-0.067433,-0.056351,10,0.01716
reversal_5d,2019-10-04,0.078669,80,-0.051265,-0.039502,-0.039137,-0.026703,-0.054492,-0.030597,-0.044218,-0.017395,-0.0443,-0.039158,10,0.012107
reversal_5d,2019-10-07,-0.006868,80,-0.051695,-0.044165,-0.040581,-0.041448,-0.048921,-0.0569,-0.073459,-0.05129,-0.041414,-0.038676,10,0.013019
reversal_5d,2019-10-08,-0.081903,80,-0.022825,-0.021273,-0.035787,-0.056966,-0.056301,-0.037583,-0.041079,-0.032284,-0.045429,-0.041887,10,-0.019062
reversal_5d,2019-10-09,0.097187,80,-0.025919,-0.022994,-0.02377,-0.029905,-0.05192,-0.03842,-0.015406,-0.030783,-0.028685,-0.004872,10,0.021047
reversal_5d,2019-10-10,0.034552,80,-0.034549,-0.007062,-0.014273,-0.041108,-0.023732,-0.031845,0.007386,-0.037652,0.004715,-0.046275,10,-0.011726
reversal_5d,2019-10-11,-0.027918,80,0.01115,0.004416,-0.007526,-0.006794,-0.011395,-0.02083,0.004232,-0.009115,0.009097,0.002325,10,-0.008826
reversal_5d,2019-10-14,-0.089287,80,0.01021,0.022995,0.010932,0.010732,0.013235,0.015123,0.012821,0.008155,0.019328,-0.005314,10,-0.015524
reversal_5d,2019-10-15,0.064416,80,0.025345,0.022722,0.016436,0.007844,0.01869,0.034623,0.017944,0.024637,0.017077,0.039052,10,0.013707
reversal_5d,2019-10-16,-0.017276,80,-0.021653,-0.034879,-0.015515,-0.010478,-0.001934,-0.01094,-0.013465,-0.034716,-0.02252,-0.022012,10,-0.000358
reversal_5d,2019-10-17,0.161697,80,-0.010356,-0.004988,-0.003514,0.006632,-0.013127,-0.01243,-0.002455,0.003423,-0.014003,0.031932,10,0.042288
reversal_5d,2019-10-18,-0.043296,80,-0.000385,-0.015169,0.009916,-0.011803,-0.011192,0.006515,-0.030368,0.000629,-0.000672,-0.007868,10,-0.007483
reversal_5d,2019-10-21,0.107267,80,-0.002934,0.007598,-0.001628,-0.003352,0.039542,0.028468,-0.00723,0.029376,0.023999,-0.008126,10,-0.005192
reversal_5d,2019-10-22,0.114651,80,0.030142,0.00742,0.020645,0.005678,0.005994,0.017435,0.033054,0.02552,0.015621,0.046741,10,0.016599
reversal_5d,2019-10-23,-0.076184,80,0.026127,0.010099,0.019838,0.022183,0.013124,0.010228,0.019699,0.013421,0.020548,0.011306,10,-0.014821
reversal_5d,2019-10-24,0.034083,80,0.029108,0.013843,0.011094,-0.01112,0.02089,0.040358,0.013228,0.012638,0.009786,0.030973,10,0.001865
reversal_5d,2019-10-25,0.104266,80,-0.000611,0.006688,-0.006511,-0.006317,0.030708,0.007006,0.012951,-0.005115,0.006558,0.016803,10,0.017414
reversal_5d,2019-10-28,0.059939,80,-0.003481,0.013451,-0.006198,-0.000843,-0.014608,-0.000254,0.006512,0.034699,-0.004247,-0.001608,10,0.001873
reversal_5d,2019-10-29,0.0173,80,0.010262,0.001569,-0.014809,-0.02813,0.000152,0.001526,-0.004626,-0.031638,0.010587,0.009644,10,-0.000618
reversal_5d,2019-10-30,0.167722,80,0.015289,-0.011045,0.010281,0.005144,0.017753,0.033234,0.027501,0.011694,0.014785,0.02266,10,0.007371
reversal_5d,2019-10-31,0.045241,80,0.010909,0.018853,0.020769,0.022253,0.032981,0.016058,0.025871,0.044246,0.008767,0.022957,10,0.012048
reversal_5d,2019-11-01,0.05443,80,0.007689,-0.001192,0.029893,0.031074,0.012728,0.023109,0.007237,0.041501,-0.007824,0.045069,10,0.037381
reversal_5d,2019-11-04,0.257525,80,-0.017676,0.008666,-0.005996,0.014596,-0.02472,0.00499,0.026528,0.011758,0.024497,0.021436,10,0.039111
reversal_5d,2019-11-05,0.091983,80,-0.040441,0.004592,0.003643,-0.040905,-0.003684,-0.017959,-0.022151,0.015242,-0.012122,-0.008488,10,0.031954
reversal_5d,2019-11-06,0.116971,80,-0.014987,-0.038129,-0.012158,-0.011659,-0.029402,-0.029457,-0.038001,-0.013543,0.004348,-0.004932,10,0.010055
reversal_5d,2019-11-07,0.203399,80,-0.024251,-0.017938,-0.01965,-0.012302,-0.006413,-0.025689,-0.009988,0.017177,-0.005678,-8.2e-05,10,0.024169
reversal_5d,2019-11-08,0.122879,80,-0.030346,0.000706,-0.028987,-0.007704,-0.016842,-0.033032,-0.031679,-0.007444,-0.032589,0.003785,10,0.034131
reversal_5d,2019-11-11,0.092593,80,-0.031021,-0.030719,-0.024102,-0.007828,-0.004476,0.003183,-0.021643,-0.012573,-0.010224,-0.01797,10,0.01305
reversal_5d,2019-11-12,0.093929,80,-0.02851,-0.056164,-0.045257,-0.045056,-0.047329,-0.042014,-0.044683,-0.045876,-0.04836,-0.020107,10,0.008404
reversal_5d,2019-11-13,-0.076606,80,-0.04034,-0.033883,-0.046787,-0.034186,-0.046658,-0.037362,-0.066629,-0.040702,-0.036901,-0.047143,10,-0.006803
reversal_5d,2019-11-14,0.007876,80,-0.043397,-0.06195,-0.050452,-0.060888,-0.046853,-0.067621,-0.058322,-0.035618,-0.042403,-0.059221,10,-0.015825
reversal_5d,2019-11-15,-0.037576,80,-0.045359,-0.055532,-0.067572,-0.042035,-0.043567,-0.058322,-0.028062,-0.055835,-0.05317,-0.058093,10,-0.012734
reversal_5d,2019-11-18,-0.023183,80,-0.074048,-0.059299,-0.034933,-0.050675,-0.043982,-0.046165,-0.04395,-0.071783,-0.063163,-0.065921,10,0.008128
